"name","type","lsa_ha","ca_ha","region","dataset"
"UPPER MILLPOND","POND",100.8999634,526,NA,"ELS"
"BORDEN BROOK RESERVOIR","RESERVOIR",82.69995117,2064,NA,"ELS"
"LITTLE WEST POND","POND",10,49,NA,"ELS"
"GRIGGS POND","POND",14.59999847,500,NA,"ELS"
"LARKIN POND","POND",16.8999939,34,NA,"ELS"
"WHITE POND","POND",4.199996948,26,NA,"ELS"
"ROUND POND","POND",8.099998474,39,NA,"ELS"
"SANTUIT POND","POND",66.19995117,254,NA,"ELS"
"SNOW POND","POND",6.5,150,NA,"ELS"
"ASHVILLE POND","POND",10.3999939,67,NA,"ELS"
"LAKE MISHNOCK","LAKE",19.29998779,52,NA,"ELS"
"ROUND POND","POND",6.199996948,49,NA,"ELS"
"LITTLE SANDY POND","POND",11.8999939,26,NA,"ELS"
"BOONS POND","POND",68.59997559,306,NA,"ELS"
"GREENWOOD POND","POND",11.3999939,80,NA,"ELS"
"AMES POND","POND",6.399997711,145,NA,"ELS"
"SIBLEY PONDS (NORTHERN)","POND",7.799999237,565,NA,"ELS"
"GORE POND","POND",69.39996338,539,NA,"ELS"
"GOOSE POND","POND",98.09997559,1044,NA,"ELS"
"BENEDICT POND","POND",14.09999847,194,NA,"ELS"
"MASSAPOAG LAKE","LAKE",148,909,NA,"ELS"
"MAQUAN POND","POND",18.19999695,78,NA,"ELS"
"FORGE POND","POND",5.699996948,1831,NA,"ELS"
"THE RESERVOIR","RESERVOIR",9.299995422,36,NA,"ELS"
"LITTLE QUITTACAS POND","POND",119.1999512,404,NA,"ELS"
"SANDY POND","POND",6.199996948,88,NA,"ELS"
"FLAX POND","POND",8.199996948,34,NA,"ELS"
"SHALLOW POND","POND",30.79998779,114,NA,"ELS"
"PLASHES POND","POND",19.09999085,269,NA,"ELS"
"WINGS POND","POND",10.79999542,117,NA,"ELS"
"MICAH POND","POND",6,26,NA,"ELS"
"WESTEND POND","POND",25.79998779,106,NA,"ELS"
"GIBBS POND","POND",13.5,119,NA,"ELS"
"ANDOVER LAKE","LAKE",63.29998779,1039,NA,"ELS"
"TRANSYLVANIA POND","POND",12.69999695,443,NA,"ELS"
"SPRING GROVE POND","POND",9,212,NA,"ELS"
"TIOGUE LAKE","LAKE",95.5,477,NA,"ELS"
"SHALLOW POND","POND",4.199996948,31,NA,"ELS"
"BIG STATION POND","POND",11,31,NA,"ELS"
"LONG POND","POND",14,122,NA,"ELS"
"MOREY HOLE","UNKNOWN",9,65,NA,"ELS"
"WATCHA POND","POND",24.19999695,559,NA,"ELS"
"PATTAQUATTIC POND","POND",7.099998474,26,NA,"ELS"
"KING POND","POND",7.099998474,78,NA,"ELS"
"STETSON POND","POND",35.69998169,127,NA,"ELS"
"HAMBLIN POND","POND",46.29998779,88,NA,"ELS"
"STONY BROOK POND","POND",15.29999542,761,NA,"ELS"
"CAHOON POND","POND",12.29999542,52,NA,"ELS"
"PICKEREL LAKE","LAKE",32.8999939,324,NA,"ELS"
"WHITE POND","POND",21.09999085,75,NA,"ELS"
"GOOSE POND","POND",14.09999847,52,NA,"ELS"
"FLAT RIVER RES. (EAST ARM)","UNKNOWN",5.199996948,47,NA,"ELS"
"CUSKY POND","POND",12.59999847,155,NA,"ELS"
"(NO NAME)","NO NAME",67,344,NA,"ELS"
"ASHLAND RESERVOIR","RESERVOIR",61.69998169,1683,NA,"ELS"
"SNOWS POND","POND",22.19999695,93,NA,"ELS"
"STEVENS POND","POND",4.399997711,23,NA,"ELS"
"DYKES POND","POND",22.69999695,142,NA,"ELS"
"SANDY POND","POND",28.09999085,549,NA,"ELS"
"CROCKER POND","POND",4.5,174,NA,"ELS"
"GREAT PONDS (SOUTHERN)","POND",4.299999237,546,NA,"ELS"
"(NO NAME)","NO NAME",8.099998474,285,NA,"ELS"
"ASHLEY POND","POND",52.8999939,616,NA,"ELS"
"DARK BROOK RESERVOIR","RESERVOIR",102.1999512,606,NA,"ELS"
"WEST LAKE","LAKE",22.79998779,381,NA,"ELS"
"LITTLE ALUM POND","POND",29.19999695,150,NA,"ELS"
"LAKE GEORGE","LAKE",36.3999939,308,NA,"ELS"
"CROCKER POND","POND",6.399997711,83,NA,"ELS"
"LONG POND","POND",7.699996948,57,NA,"ELS"
"ARNOLD MILLS RES","RESERVOIR",102.8999634,3269,NA,"ELS"
"GUSHEE POND","POND",13.3999939,83,NA,"ELS"
"KILLINGLY POND","POND",49.09997559,363,NA,"ELS"
"WARREN UPPER RESERVOIR","RESERVOIR",53.59997559,150,NA,"ELS"
"(NO NAME)","NO NAME",29,350,NA,"ELS"
"LAKE WINNEMAUG","LAKE",45.8999939,251,NA,"ELS"
"CEDAR POND","POND",8.799995422,114,NA,"ELS"
"SILVIAS POND","POND",6.399997711,62,NA,"ELS"
"MIDDLE FARMS POND","POND",11.79999542,41,NA,"ELS"
"FORT POND","POND",70.29998779,259,NA,"ELS"
"HOOK POND","POND",31.79998779,881,NA,"ELS"
"(NO NAME)","NO NAME",7.699996948,1039,NA,"ELS"
"LEANDER POND","POND",15.09999847,306,NA,"ELS"
"CHEBACCO LAKE","LAKE",80,1380,NA,"ELS"
"COY POND","POND",9.5,238,NA,"ELS"
"WESTBORO RESERVOIR","RESERVOIR",21.5,321,NA,"ELS"
"WATABA LAKE","LAKE",17,500,NA,"ELS"
"QUINEBAUG POND","POND",28.69999695,319,NA,"ELS"
"LAKE FLOREN","LAKE",6.599998474,28,NA,"ELS"
"HARTLAND POND","POND",19.19999695,70,NA,"ELS"
"SWANS POND","POND",13.09999847,782,NA,"ELS"
"GREAT POND","POND",9.299995422,67,NA,"ELS"
"INDIAN LAKE","LAKE",9.599998474,150,NA,"ELS"
"BLACK POND","POND",49.8999939,1083,NA,"ELS"
"FOURTH ROACH POND","POND",101.0999756,810.67,NA,"ELS"
"PEEP LAKE","LAKE",13.09999847,47,NA,"ELS"
"SIX PONDS","POND",10.29999542,215,NA,"ELS"
"FOURTH DAVIS POND","POND",9.399993897,461,NA,"ELS"
"HOPKINS POND","POND",175.1999512,834,NA,"ELS"
"TORREY POND","POND",8.699996948,347,NA,"ELS"
"RAYMOND POND","POND",138.6999512,1308,NA,"ELS"
"WEED POND","POND",8.899993897,355,NA,"ELS"
"LILY PAD POND","POND",7.5,588,NA,"ELS"
"SECOND DEBSCONEAG LAKE","LAKE",69.69995117,5407,NA,"ELS"
"SECOND CHAIN LAKE","LAKE",269,3451.03,NA,"ELS"
"GARDNER POND","POND",8.899993897,246,NA,"ELS"
"FROST POND","POND",77.59997559,606,NA,"ELS"
"BEAN PONDS (MIDDLE)","POND",15.19999695,425,NA,"ELS"
"(NO NAME)","NO NAME",10.19999695,60,NA,"ELS"
"MILLINOCKET LAKE","LAKE",3309.298828,28876,NA,"ELS"
"SALMON STREAM LAKE","LAKE",259.8999023,11292,NA,"ELS"
"LOWER JO-MARY LAKE","LAKE",75,21834,NA,"ELS"
"DOLBY POND (NORTHERN)","POND",787.5996094,6348,NA,"ELS"
"TROUT POND","POND",7.299999237,738,NA,"ELS"
"CROOKED BROOK LAKE","LAKE",21.3999939,171,NA,"ELS"
"EBEEMEE LAKE","LAKE",334.5998535,27242.98,NA,"ELS"
"LT.GREENWOOD POND (WEST)","POND",31.09999085,262,NA,"ELS"
"SOUTH POND","POND",6,39,NA,"ELS"
"BIG GRAPEVINE POND","POND",4.5,75,NA,"ELS"
"LITTLE ROUND POND","POND",33.19998169,192,NA,"ELS"
"KEG LAKE","LAKE",146.0999756,842,NA,"ELS"
"LOWER OXBROOK LAKE","LAKE",140.8999023,1699,NA,"ELS"
"WHETSTONE POND","POND",100.6999512,570,NA,"ELS"
"SPRING LAKE","LAKE",176.3999023,578,NA,"ELS"
"PALMER POND","POND",14.5,249,NA,"ELS"
"DUCK LAKE","LAKE",474.5,1588,NA,"ELS"
"OTTER POND","POND",7.099998474,16,NA,"ELS"
"GETCHEL LAKES (NORTHERN)","LAKE",22.5,85,NA,"ELS"
"OLAMON POND","POND",5,212,NA,"ELS"
"LOWER SABAGO LAKE","LAKE",309.5998535,6147.94,NA,"ELS"
"POSSUM LAKE","LAKE",9.199996948,26,NA,"ELS"
"BRACEY POND","POND",7.799999237,75,NA,"ELS"
"LITTLE SEAVEY LAKE","LAKE",42.19998169,645,NA,"ELS"
"LONG POND","POND",105.5,777,NA,"ELS"
"SEAVEY LAKE","LAKE",36.3999939,1614,NA,"ELS"
"FULTON LAKE","LAKE",44.79998779,153,NA,"ELS"
"SPECTACLE POND","POND",701.7998047,13048.3,NA,"ELS"
"GEORGE POND","POND",4.599998474,451,NA,"ELS"
"GRASSY POND(SPRINGY POND)","POND",47.59997559,1106,NA,"ELS"
"THURSTON POND","POND",51.79998779,622.36,NA,"ELS"
"LITTLE HATCASE POND","POND",9.699996948,2313,NA,"ELS"
"SCHOODIC LAKE","LAKE",146.6999512,414,NA,"ELS"
"GEORGES POND","POND",143.2999268,365,NA,"ELS"
"CRAIG POND","POND",91.69995117,321,NA,"ELS"
"WIGHT POND","POND",77.69995117,2696,NA,"ELS"
"PARKER POND","POND",27,1008,NA,"ELS"
"MEADOW POND","SWAMP",7.099998474,75,NA,"ELS"
"UPPER HADLOCK POND","POND",14.79999542,334,NA,"ELS"
"STEVENS POND","POND",137.8999023,1285,NA,"ELS"
"DYER LONG POND","POND",168.6999512,5135.27,NA,"ELS"
"CRESENT (RATTLESNAKE) L.","LAKE",283.3999023,3859,NA,"ELS"
"SEWELL POND","POND",18.59999085,93,NA,"ELS"
"(NO NAME)","NO NAME",11.59999847,1243,NA,"ELS"
"KENNEBUNK POND","POND",79.59997559,249,NA,"ELS"
"JOSH POND","POND",25.09999085,764,NA,"ELS"
"ORANGE LAKE","LAKE",98.69995117,4844.9,NA,"ELS"
"JIMMIES POND","POND",8.199996948,80,NA,"ELS"
"GREAT POND","POND",101.5,2580,NA,"ELS"
"BELL POND","POND",7.5,57,NA,"ELS"
"MIDDLE CHAIN LAKE","LAKE",87.69995117,3730,NA,"ELS"
"UPPER OXHEAD POND","POND",28.79998779,75,NA,"ELS"
"ROCKY LAKE","LAKE",662.2998047,6348,NA,"ELS"
"LONG POND","POND",26.09999085,181,NA,"ELS"
"PEAKED MOUNTAIN POND","POND",22.8999939,365,NA,"ELS"
"CROOKED POND","POND",91.59997559,528,NA,"ELS"
"CLIFFORD POND","POND",8.599998474,122,NA,"ELS"
"GREENWOOD POND","LAKE",8.5,339,NA,"ELS"
"DOUGHNUT POND","POND",5.099998474,63.71,NA,"ELS"
"SHIRLEY POND","POND",25.3999939,4887,NA,"ELS"
"LONG POND","POND",23.69999695,80,NA,"ELS"
"UP. COLD STREAM PONDS (E)","POND",78.69995117,531,NA,"ELS"
"HEDGEHOG POND","POND",14.69999695,262,NA,"ELS"
"LILY POND","POND",9.699996948,246,NA,"ELS"
"HOBART BOG","SWAMP",5.399997711,135,NA,"ELS"
"(NO NAME)","NO NAME",7.5,2634,NA,"ELS"
"(NO NAME)","NO NAME",4.599998474,13489,NA,"ELS"
"LITTLE POND","POND",24.29998779,1650,NA,"ELS"
"FIRST POND","POND",117.5999756,2650,NA,"ELS"
"LOWER HADLOCK POND","POND",13.8999939,456,NA,"ELS"
"FITTS POND","POND",39.59997559,324,NA,"ELS"
"HALFMILE POND","POND",11.59999847,176,NA,"ELS"
"SMITH POND","POND",64.79998779,1652,NA,"ELS"
"ANDERSON POND","POND",4.799999237,49,NA,"ELS"
"LITTLE LONG POND","POND",24.69999695,238,NA,"ELS"
"TILDEN POND","POND",15.3999939,80,NA,"ELS"
"MUD POND","POND",1.599999428,85,NA,"ELS"
"SALMON POND","POND",2.599998474,16,NA,"ELS"
"SPRING RIVER LAKE","LAKE",270.5998535,4797,NA,"ELS"
"(NO NAME)","NO NAME",6,220,NA,"ELS"
"(NO NAME)","NO NAME",4.599998474,67,NA,"ELS"
"LOST POND","POND",19.69999695,438,NA,"ELS"
"FAIRBANKS POND","POND",6.399997711,28,NA,"ELS"
"FOREST POND","POND",4.199996948,23,NA,"ELS"
"ELM POND","POND",100.2999878,2321,NA,"ELS"
"SECOND MUSQUACOOK LAKE","LAKE",328.1999512,17077.66,NA,"ELS"
"CLARKSON POND","POND",14,388,NA,"ELS"
"(NO NAME)","NO NAME",13.69999695,873,NA,"ELS"
"ROUND POND","POND",149.7999268,11295,NA,"ELS"
"BIG HURD POND","POND",117.2999878,2616,NA,"ELS"
"WEBSTER LAKE","LAKE",208.3999023,72452,NA,"ELS"
"GREEN POND","POND",6.599998474,65,NA,"ELS"
"(NO NAME)","NO NAME",5.899997711,6990,NA,"ELS"
"ROBINSON POND","POND",13.79999542,290,NA,"ELS"
"(NO NAME)","NO NAME",7,3219,NA,"ELS"
"TOMHEGAN POND","POND",122.8999634,3173,NA,"ELS"
"PLEASANT LAKE","LAKE",139.5,803,NA,"ELS"
"ROUND LAKE","LAKE",223.2999268,2637,NA,"ELS"
"MOOSE POND","POND",27.29998779,298,NA,"ELS"
"NELSON POND","POND",7,31,NA,"ELS"
"NORTHEAST POND","POND",4.5,228,NA,"ELS"
"THOMPSON LAKE","LAKE",1768.299805,14912,NA,"ELS"
"TRIPP POND","POND",296.3999023,1981,NA,"ELS"
"SEBAGO LAKE","LAKE",11808.39844,111459,NA,"ELS"
"RICH MILL POND","POND",32,1010,NA,"ELS"
"ROUND POND","POND",92.89996338,32041,NA,"ELS"
"LITTLE MEDOMAK LAKE","LAKE",30.69999695,220,NA,"ELS"
"GROSS POND","POND",4.799999237,13,NA,"ELS"
"JOYS POND","POND",8.799995422,119,NA,"ELS"
"SUMMIT POND","POND",18.59999085,215,NA,"ELS"
"HUTCHINSON POND","POND",42.3999939,1476,NA,"ELS"
"BRETTUNS POND","POND",67.89996338,1041,NA,"ELS"
"DUNDEE POND","POND",74.89996338,113535.51,NA,"ELS"
"PEABODY POND","POND",287.1999512,1518,NA,"ELS"
"CASSIDY DEADWATER","UNKNOWN",93.39996338,14227,NA,"ELS"
"CRESCENT POND","POND",126.5,1935,NA,"ELS"
"WESTERN LAKE","LAKE",27.19999695,357,NA,"ELS"
"WILEY POND","POND",11.3999939,521,NA,"ELS"
"LILY BOG","SWAMP",7.199996948,1930,NA,"ELS"
"POLAND POND","POND",172.6999512,7019,NA,"ELS"
"KALERS POND","POND",35.59997559,171,NA,"ELS"
"TARKILL POND","POND",10.5,80,NA,"ELS"
"JOE POND","POND",11.3999939,41,NA,"ELS"
"(NO NAME)","NO NAME",5.699996948,104,NA,"ELS"
"TARBOX POND","POND",22,223,NA,"ELS"
"ROSS POND","POND",6.599998474,47,NA,"ELS"
"(NO NAME)","NO NAME",3.699998856,158,NA,"ELS"
"OTTER POND","POND",22.3999939,98,NA,"ELS"
"GLAZIER LAKE","LAKE",281.5998535,133706,NA,"ELS"
"WHEELOCK LAKE","LAKE",52,629,NA,"ELS"
"ST. FROID LAKE","LAKE",933.7998047,104635,NA,"ELS"
"DENNY POND","POND",11.8999939,85,NA,"ELS"
"FISH RIVER LAKE","LAKE",1026.099609,32771,NA,"ELS"
"DEPOT LAKE","LAKE",331.8999023,6469.67,NA,"ELS"
"ROUND POND","POND",289.6999512,188622,NA,"ELS"
"MOUNTAIN POND","POND",29.19999695,442,NA,"ELS"
"NUMBER NINE LAKE","LAKE",40.19998169,438,NA,"ELS"
"LITTLE INDIAN POND","POND",48.69998169,477,NA,"ELS"
"SPRING POND","POND",5.699996948,65,NA,"ELS"
"LITTLE LEADBETTER POND","POND",57.3999939,269,NA,"ELS"
"LONG LAKE","LAKE",25,1880,NA,"ELS"
"PLEASANT LAKE","LAKE",726,1865,NA,"ELS"
"ROBERTS POND","POND",8.299995422,132,NA,"ELS"
"BURNHAM POND","POND",165.7999268,1088,NA,"ELS"
"BALD MOUNTAIN POND","POND",469.0998535,3515,NA,"ELS"
"BRANNS MILL POND","POND",108.3999634,3732,NA,"ELS"
"WEYMOUTH POND","POND",43.19998169,243,NA,"ELS"
"NOKOMIS POND","POND",74.29998779,218.82,NA,"ELS"
"ROUND POND","POND",50.5,1031,NA,"ELS"
"SAND POND","POND",31.8999939,129,NA,"ELS"
"MOSHER POND","POND",28.09999085,688.3,NA,"ELS"
"MCCLURE POND","POND",18.29998779,438,NA,"ELS"
"LITTLE POND","POND",17,88,NA,"ELS"
"MOODY POND","POND",24.79998779,205,NA,"ELS"
"ALEWIFE POND","POND",16.59999085,363,NA,"ELS"
"THREE MILE POND","POND",462.6999512,4652,NA,"ELS"
"TOGUE POND","POND",129,922,NA,"ELS"
"SOPER POND","POND",81.19995117,3631,NA,"ELS"
"SECOND CURRIER POND","POND",11.8999939,88,NA,"ELS"
"MILLINOCKET LAKE","LAKE",873.7998047,17521,NA,"ELS"
"CAIN POND","POND",15.19999695,277.13,NA,"ELS"
"CLISH POND","POND",6.799999237,49,NA,"ELS"
"TOM YOUNG POND","POND",8.899993897,83,NA,"ELS"
"SPAULDING LAKE","LAKE",49.29998779,1448,NA,"ELS"
"LONGFELLOW LAKE","LAKE",193.7999268,883,NA,"ELS"
"MCLEAN LAKE","LAKE",12.19999695,324,NA,"ELS"
"CARRY POND","POND",7,106,NA,"ELS"
"MORRELL POND","POND",13,236,NA,"ELS"
"LEGEND LAKE","LAKE",17.79998779,293,NA,"ELS"
"LOUIS LAKE","LAKE",8.299995422,36,NA,"ELS"
"HAUNTED LAKE","LAKE",7.399997711,52,NA,"ELS"
"BEARTRACK LAKE","LAKE",63.69998169,192,NA,"ELS"
"POSSE LAKE","LAKE",4.799999237,158,NA,"ELS"
"NIBIN LAKE","LAKE",15.29999542,124,NA,"ELS"
"FAIRY LAKE","LAKE",41.79998779,451,NA,"ELS"
"SERENADE LAKE","LAKE",22.3999939,228,NA,"ELS"
"AGASSA LAKE","LAKE",29,256,NA,"ELS"
"NISWI LAKE","LAKE",42.79998779,445,NA,"ELS"
"MEDLEY LAKE","LAKE",8.899993897,104,NA,"ELS"
"BUCK LAKE","LAKE",81.29998779,948,NA,"ELS"
"HASSEL LAKE","LAKE",27.59999085,127,NA,"ELS"
"GERALDINE LAKE","LAKE",16.19999695,186,NA,"ELS"
"MAGIC LAKE","LAKE",6.5,614,NA,"ELS"
"ORIOLE LAKE","LAKE",5.599998474,135,NA,"ELS"
"KAWISHIWI LAKE","LAKE",158.5999756,798,NA,"ELS"
"ELLA LAKE","LAKE",20.5,334,NA,"ELS"
"EUGENE LAKE","LAKE",67.69995117,350,NA,"ELS"
"LUCKY FINN LAKE","LAKE",12.09999847,575,NA,"ELS"
"OYSTER LAKE","LAKE",310.5,2725,NA,"ELS"
"LAKE AGNES","LAKE",431.6999512,6651,NA,"ELS"
"RAMSHEAD LAKE","LAKE",223.5999756,3331,NA,"ELS"
"STUART LAKE","LAKE",310.8999023,6402,NA,"ELS"
"THIRD LAKE","LAKE",17.09999085,109,NA,"ELS"
"KNIGHT LAKE","LAKE",37.79998779,4095,NA,"ELS"
"HUNCH LAKE","LAKE",5.899997711,44,NA,"ELS"
"PICKET LAKE","LAKE",28.09999085,3092,NA,"ELS"
"RICE LAKE","LAKE",47.29998779,192,NA,"ELS"
"TEE LAKE","LAKE",15.3999939,357,NA,"ELS"
"SCHLAMM LAKE","LAKE",25.29998779,847,NA,"ELS"
"LITTLE CRAB LAKE","LAKE",23.59999085,2163,NA,"ELS"
"CUMMINGS LAKE","LAKE",680.5,3693,NA,"ELS"
"SLIM LAKE","LAKE",54.09997559,627,NA,"ELS"
"(NO NAME)","NO NAME",12.8999939,614,NA,"ELS"
"BIG RICE LAKE","LAKE",161.3999023,1313,NA,"ELS"
"PINE LAKE","LAKE",331.6999512,4281,NA,"ELS"
"BARTO LAKE","LAKE",41.19998169,471,NA,"ELS"
"OLE LAKE","LAKE",21.09999085,365,NA,"ELS"
"GUN LAKE","LAKE",74.39996338,334,NA,"ELS"
"LONGLEG LAKE","LAKE",11.79999542,54,NA,"ELS"
"HOOK LAKE","LAKE",33.5,443,NA,"ELS"
"BOOTLEG LAKE","LAKE",137.7999268,1214,NA,"ELS"
"MULE LAKE","LAKE",21.8999939,448,NA,"ELS"
"SEAL LAKE","LAKE",10.79999542,246,NA,"ELS"
"BENCH LAKE","LAKE",11,47,NA,"ELS"
"FUN LAKE","LAKE",7.5,223,NA,"ELS"
"HUMPBACK LAKE","LAKE",9.299995422,52,NA,"ELS"
"SANDPIT LAKE","LAKE",22.79998779,98,NA,"ELS"
"ROUND LAKE","NO NAME",10,83,NA,"ELS"
"FINSTAD LAKE","LAKE",29,246,NA,"ELS"
"PEAR LAKE","LAKE",10.79999542,28,NA,"ELS"
"SEAHORSE LAKE","LAKE",11.19999695,1370,NA,"ELS"
"BURT LAKE","LAKE",17,60,NA,"ELS"
"BECOOSIN LAKE","LAKE",22,212,NA,"ELS"
"AMBER LAKE","LAKE",50.09997559,3717,NA,"ELS"
"POE LAKE","LAKE",14.59999847,1189,NA,"ELS"
"FAMINE LAKE","LAKE",12,93,NA,"ELS"
"VANCE LAKE","LAKE",22.09999085,135,NA,"ELS"
"WEASEL LAKE","LAKE",7.5,171,NA,"ELS"
"WHIP LAKE","LAKE",13.29999542,60,NA,"ELS"
"PHOSPOR LAKE","LAKE",13.69999695,57,NA,"ELS"
"HORN LAKE","LAKE",14.09999847,101,NA,"ELS"
"BAKEKANA LAKE","LAKE",26.09999085,202,NA,"ELS"
"OWL LAKE","LAKE",30.59999085,111,NA,"ELS"
"(NO NAME)","NO NAME",4.5,106,NA,"ELS"
"TRAP LAKE","LAKE",24.5,142,NA,"ELS"
"FAULT LAKE","LAKE",23.19999695,1681,NA,"ELS"
"HOE LAKE","LAKE",18.69999695,549,NA,"ELS"
"JAM LAKE","LAKE",5.399997711,26,NA,"ELS"
"KARL LAKE","LAKE",53.29998779,8260,NA,"ELS"
"FLICKER LAKE","LAKE",10.8999939,145,NA,"ELS"
"ZENITH LAKE","LAKE",8.299995422,269,NA,"ELS"
"JAVA LAKE","LAKE",21.19999695,256,NA,"ELS"
"HORSESHOE LAKE","LAKE",88.09997559,1432,NA,"ELS"
"TROUT LAKE","LAKE",2825.798828,12872,NA,"ELS"
"SAUNA LAKE","NO NAME",13.8999939,73,NA,"ELS"
"BURNTSIDE LAKE","LAKE",2929.398438,12934,NA,"ELS"
"LOWER TROUT LAKE","LAKE",52.5,10176,NA,"ELS"
"MCDIVITT LAKE","LAKE",12.69999695,83,NA,"ELS"
"BALD EAGLE LAKE","LAKE",499.0998535,92243,NA,"ELS"
"WHIZ LAKE","LAKE",8.899993897,3149,NA,"ELS"
"GREEN LAKE","LAKE",14.8999939,67,NA,"ELS"
"BONITA LAKE","LAKE",5.399997711,54,NA,"ELS"
"MALBERG LAKE","LAKE",164.7999268,8511,NA,"ELS"
"MEAT LAKE","LAKE",8.299995422,60,NA,"ELS"
"JORGENS LAKE","LAKE",25.79998779,171,NA,"ELS"
"TURTLE LAKE","LAKE",138.0999756,401,NA,"ELS"
"RAGGED LAKE","LAKE",19.69999695,98,NA,"ELS"
"CRUISER LAKE","LAKE",47.79998779,119,NA,"ELS"
"WEIR LAKE","LAKE",26,866,NA,"ELS"
"SHOEPACK LAKE","LAKE",123.2999878,1919,NA,"ELS"
"LOITEN LAKE","LAKE",39.09997559,290,NA,"ELS"
"LOCATOR LAKE","LAKE",54.3999939,1324,NA,"ELS"
"COOK COUNTY LAKE","LAKE",17.79998779,176,NA,"ELS"
"WARD LAKE","LAKE",15.59999847,104,NA,"ELS"
"FRANKLIN LAKE","LAKE",60.69998169,197,NA,"ELS"
"(NO NAME)","NO NAME",4,57,NA,"ELS"
"ELUSION LAKE","LAKE",7.199996948,36,NA,"ELS"
"TRIDENT LAKE","LAKE",32.09997559,249,NA,"ELS"
"CARIBOU LAKE","LAKE",187.3999023,1930,NA,"ELS"
"HARMONY LAKE","LAKE",10.09999847,39,NA,"ELS"
"TAMARACK LAKE","LAKE",25.8999939,386,NA,"ELS"
"WOLF LAKE","LAKE",111.0999756,1712,NA,"ELS"
"PURVIS LAKE","LAKE",20.59999085,148,NA,"ELS"
"SOCK LAKE","LAKE",9.599998474,47,NA,"ELS"
"JOHNSON LAKE","LAKE",5.699996948,189,NA,"ELS"
"JAMMER LAKE","LAKE",7,47,NA,"ELS"
"BLUEBILL LAKE","LAKE",16.59999085,461,NA,"ELS"
"HARVEY LAKE","LAKE",9.899993897,140,NA,"ELS"
"MOOSE LAKE","LAKE",86,749,NA,"ELS"
"SEA GULL LAKE","LAKE",1700.899414,18938,NA,"ELS"
"OGISHKEMUNCIE LAKE","LAKE",309,11948,NA,"ELS"
"WEST PIKE LAKE","LAKE",309.3999023,3541,NA,"ELS"
"BEAR ISLAND LAKE","LAKE",932,7438,NA,"ELS"
"PLACID LAKE","LAKE",6.799999237,129,NA,"ELS"
"ECHO LAKE","LAKE",457.3999023,19601,NA,"ELS"
"MOOSE LAKE","LAKE",507.3999023,4525,NA,"ELS"
"BULGE LAKE","LAKE",4.699996948,3706,NA,"ELS"
"TWO DEER LAKE","LAKE",17.5,414,NA,"ELS"
"SMALL LAKE","LAKE",8.199996948,148,NA,"ELS"
"CAVITY LAKE","LAKE",13.29999542,202,NA,"ELS"
"GATE LAKE","LAKE",4.199996948,39,NA,"ELS"
"DEEPWATER LAKE","LAKE",7.899997711,83,NA,"ELS"
"BOYS LAKE","LAKE",9.299995422,127,NA,"ELS"
"FALLS LAKES (NORTHERN)","LAKE",5.299999237,355,NA,"ELS"
"MAJESTIC LAKE","LAKE",19.69999695,215,NA,"ELS"
"AMBUSH LAKE","LAKE",11.8999939,202,NA,"ELS"
"SNOWBANK LAKE","LAKE",1824.5,4470,NA,"ELS"
"PICKEREL LAKE","LAKE",71.59997559,251,NA,"ELS"
"RIDGEPOLE LAKE","LAKE",8.699996948,127,NA,"ELS"
"STUART LAKE","LAKE",13.19999695,91,NA,"ELS"
"BEDFORD LAKE","NO NAME",10.69999695,65,NA,"ELS"
"MOOSE LAKE","LAKE",80.09997559,5294,NA,"ELS"
"CORNER LAKE","LAKE",15.29999542,300,NA,"ELS"
"WEST TWO RIVER RES","RESERVOIR",46.19998169,5623,NA,"ELS"
"(NO NAME)","NO NAME",6.699996948,52,NA,"ELS"
"DIX LAKE","LAKE",43.69998169,363,NA,"ELS"
"BUCKSHOT LAKE","LAKE",11.8999939,67,NA,"ELS"
"PARTRIDGE LAKE","LAKE",47.29998779,275,NA,"ELS"
"SPRING LAKE","LAKE",89.79998779,399,NA,"ELS"
"LONG LAKE","LAKE",193,3805,NA,"ELS"
"DUNNIGAN LAKE","LAKE",32.5,73,NA,"ELS"
"LESTER LAKE","LAKE",9.5,220,NA,"ELS"
"PHANTOM LAKE","LAKE",18.19999695,57,NA,"ELS"
"DEEP LAKE","LAKE",4.199996948,83,NA,"ELS"
"SAWMILL LAKE","LAKE",4.099998474,13,NA,"ELS"
"MARKEY LAKE","LAKE",18,114,NA,"ELS"
"ESTES LAKE","LAKE",10.8999939,161,NA,"ELS"
"TEAL LAKE","LAKE",24.29998779,471,NA,"ELS"
"LAKE NITA","LAKE",4.299999237,119,NA,"ELS"
"NUGENT LAKE","LAKE",11.3999939,78,NA,"ELS"
"WISE LAKE","LAKE",9.099998474,132,NA,"ELS"
"(NO NAME)","NO NAME",6.299999237,57,NA,"ELS"
"WEST BRANCH LAKES (SW)","LAKE",15.69999695,122,NA,"ELS"
"WEST BRANCH LAKES (SE)","LAKE",4.5,21,NA,"ELS"
"TRIANGLE LAKE","LAKE",19.69999695,60,NA,"ELS"
"LONG LAKE","LAKE",8.299995422,36,NA,"ELS"
"OWL LAKE","LAKE",10.59999847,88,NA,"ELS"
"SPRUCE LAKE","LAKE",4.199996948,36,NA,"ELS"
"SPRING LAKE","LAKE",5.299999237,44,NA,"ELS"
